ref_#,cefr_level,task_type,topic,word_count_min,word_count_max,question_prompt,requirement_1,req_1_score_0,req_1_score_1,req_1_score_2,req_1_score_3,requirement_2,req_2_score_0,req_2_score_1,req_2_score_2,req_2_score_3,requirement_3,req_3_score_0,req_3_score_1,req_3_score_2,req_3_score_3,requirement_4,req_4_score_0,req_4_score_1,req_4_score_2,req_4_score_3,status,notes
W-C1-3,c1,report,,150,500,"Waste management is a critical issue affecting our environment and communities.

Write a report on the challenges and solutions related to waste management.

- Consider the consequences of plastic waste on ecosystems
- Think about solutions for managing urban waste in cities
- Include the impact of e-waste recycling programs",Consequences of plastic waste on ecosystems,absent,"mentions plastic waste affecting ecosystems without further detail (e.g., 'Plastic waste harms ecosystems').","describes how plastic waste affects ecosystems with a reason or effect (e.g., 'Plastic waste harms marine life because animals ingest it, mistaking it for food'). (scores 2, not 3 — provides a reason but lacks a concrete specific example of an affected species or location).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'Plastic waste harms marine life, such as sea turtles, which ingest plastic bags mistaking them for jellyfish, leading to blockages and death'). General statements like 'many animals are affected' do NOT count as concrete specifics.",Solutions for managing urban waste in cities,absent,"mentions a solution for urban waste management without further detail (e.g., 'Cities should recycle more').","describes a solution for urban waste management with a reason or mechanism (e.g., 'Cities should implement recycling programs to reduce landfill waste'). (scores 2, not 3 — explains the solution but lacks a concrete specific example of a city or program).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'Cities like San Francisco have implemented comprehensive recycling programs, achieving a landfill diversion rate of over 80%'). Vague references like 'some cities do this' do NOT count as concrete specifics.",Impact of e-waste recycling programs,absent,"mentions e-waste recycling programs without further detail (e.g., 'E-waste recycling programs are important').","describes the impact of e-waste recycling programs with a reason or effect (e.g., 'E-waste recycling programs reduce environmental contamination by safely processing hazardous materials'). (scores 2, not 3 — provides a reason but lacks a concrete specific example of a program or outcome).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'E-waste recycling programs, like those in Japan, recover valuable metals such as gold and copper, reducing the need for mining and lowering environmental impact'). General statements like 'many programs are effective' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-4,c1,letter/email,,150,500,"Read the conversation between two friends about their hotel experience.

Write a letter to the hotel manager to express your complaints.

- Include a description of the room readiness issue
- Consider the impact of the broken air conditioning
- Think about the noise disturbance from construction",Description of room readiness issue,absent,"states the room was not ready without further detail (e.g., 'The room was not ready when we arrived').","describes the room readiness issue with a reason or effect (e.g., 'The room was not ready, causing us to wait in the lobby for hours'). (scores 2, not 3 — explains the issue but lacks a specific detail about the waiting experience).","all of 2 AND includes a concrete specific about the waiting experience (e.g., 'We waited for three hours in the lobby, surrounded by fake gold decor, which was frustrating'). General statements like 'it was inconvenient' do NOT count as concrete specifics.",Impact of broken air conditioning,absent,"mentions the air conditioning is broken without further detail (e.g., 'The air conditioning is broken').","explains the impact of the broken air conditioning with a reason or effect (e.g., 'The broken air conditioning made the room unbearably hot'). (scores 2, not 3 — describes the impact but lacks a specific detail about the discomfort).","all of 2 AND includes a concrete specific about the discomfort (e.g., 'The broken air conditioning turned the room into a sauna, making it impossible to sleep comfortably'). Vague descriptions like 'it was very hot' do NOT count as concrete specifics.",Noise disturbance from construction,absent,"mentions noise from construction without further detail (e.g., 'There was noise from construction').","describes the noise disturbance with a reason or effect (e.g., 'The construction noise was so loud it disrupted our sleep'). (scores 2, not 3 — explains the disturbance but lacks a specific detail about the noise).","all of 2 AND includes a concrete specific about the noise (e.g., 'The construction noise started at 7 AM every morning, making it impossible to rest'). General complaints like 'it was noisy' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-5,c1,essay,,150,500,"Climate change has significant effects on local communities.

Write an essay analyzing the impact of climate change on these communities.

- Consider the local consequences of climate change
- Include evidence of climate change impacts
- Use examples from specific communities",Local consequences of climate change,absent,"mentions local consequences of climate change without further detail (e.g., 'climate change affects local areas').","describes a local consequence and provides a reason or explanation (e.g., 'rising temperatures lead to more frequent heatwaves in cities'). (scores 2, not 3 — provides a reason but lacks a concrete specific such as a particular city or event).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'in Los Angeles, the increased frequency of heatwaves has led to higher electricity demand for air conditioning, straining the power grid'). General statements like 'many cities are affected' do NOT count as concrete specifics.",Evidence of climate change impacts,absent,"mentions evidence of climate change impacts without further detail (e.g., 'there is evidence of climate change').","provides evidence of climate change impacts with a reason or explanation (e.g., 'scientific studies show that glaciers are melting due to rising global temperatures'). (scores 2, not 3 — provides evidence but lacks a concrete specific such as a particular study or location).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'the 2020 study by NASA showed that the Greenland ice sheet lost 532 billion tons of ice, contributing to global sea level rise'). Vague references like 'scientists say' do NOT count as concrete specifics.",Examples from specific communities,absent,"mentions examples from specific communities without further detail (e.g., 'some communities are affected by climate change').","provides an example from a specific community with a reason or explanation (e.g., 'coastal communities face increased flooding due to rising sea levels'). (scores 2, not 3 — provides an example but lacks a concrete specific such as a particular community or event).","all of 2 AND includes a concrete specific that materially develops the example (e.g., 'in the village of Shishmaref, Alaska, residents are relocating due to severe coastal erosion caused by melting permafrost'). General statements like 'many communities are affected' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-6,c1,proposal,,150,500,"Achieving a healthy work-life balance is crucial for employee well-being and productivity.

Write a proposal for improving work-life balance in your company.

- Include background on current work-life balance issues
- Consider factors affecting work-life balance
- Provide recommendations for improving work-life balance",Background on current work-life balance issues,absent,"mentions work-life balance issues without further detail (e.g., 'Work-life balance is a common issue').","mentions work-life balance issues and provides a reason or context (e.g., 'Work-life balance is a common issue due to increased work demands'). (scores 2, not 3 — provides a reason but lacks a concrete specific example or scenario).","all of 2 AND includes a concrete specific such as a personal anecdote, hypothetical scenario, or developed-generic example (e.g., 'Many employees struggle with work-life balance because of remote work expectations, as seen when my friend had to work late nights to meet deadlines'). Vague statements like 'many people are stressed' do NOT count as concrete specifics.",Analysis of factors affecting work-life balance,absent,"mentions factors affecting work-life balance without further detail (e.g., 'There are many factors affecting work-life balance').","mentions factors affecting work-life balance and provides a reason or explanation (e.g., 'Factors such as long working hours affect work-life balance because they reduce personal time'). (scores 2, not 3 — provides a reason but lacks a concrete specific example or scenario).","all of 2 AND includes a concrete specific such as a personal anecdote, hypothetical scenario, or developed-generic example (e.g., 'Long working hours and lack of flexible schedules are major factors, as illustrated by my colleague who misses family dinners due to late meetings'). General statements like 'people are busy' do NOT count as concrete specifics.",Recommendations for improving work-life balance,absent,"mentions recommendations for improving work-life balance without further detail (e.g., 'Companies should improve work-life balance').","mentions recommendations for improving work-life balance and provides a reason or explanation (e.g., 'Implementing flexible work hours can improve work-life balance by allowing employees to manage their time better'). (scores 2, not 3 — provides a reason but lacks a concrete specific example or scenario).","all of 2 AND includes a concrete specific such as a personal anecdote, hypothetical scenario, or developed-generic example (e.g., 'Introducing flexible work hours and remote work options can significantly improve work-life balance, as seen in a company where employees reported higher satisfaction after these changes'). Vague suggestions like 'make work better' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-7,c1,proposal,,150,500,"Implementing ethical AI practices in workplace decision-making is crucial for modern organizations.

Write a proposal for integrating ethical AI practices in workplace decision-making.

- Consider current workplace AI practices
- Think about ethical considerations in AI decision-making
- Include an implementation strategy and risk management plan",Current workplace AI practices,absent,"mentions AI practices in the workplace without further detail (e.g., 'AI is used in our office').","mentions AI practices and provides a reason or effect (e.g., 'AI is used in our office to automate repetitive tasks, which increases efficiency'). (scores 2, not 3 — provides a reason but lacks a concrete specific example of a task or tool).","all of 2 AND includes a concrete specific, such as a particular AI tool or task (e.g., 'AI is used in our office to automate data entry tasks using software like UiPath, which has reduced manual errors by 30%'). General mentions of 'technology' or 'automation' do NOT count as concrete specifics.",Ethical considerations in AI decision-making,absent,"mentions ethical considerations in AI without further detail (e.g., 'Ethics are important in AI').","mentions ethical considerations and provides a reason or effect (e.g., 'Ethics are important in AI to ensure decisions are fair and unbiased'). (scores 2, not 3 — provides a reason but lacks a concrete specific example of an ethical issue or scenario).","all of 2 AND includes a concrete specific, such as a particular ethical dilemma or scenario (e.g., 'Ethics are important in AI to ensure decisions are fair, such as using AI in hiring processes to avoid bias against certain demographics'). Vague mentions of 'fairness' or 'bias' without specific context do NOT count as concrete specifics.",Implementation strategy and risk management,absent,"mentions implementation strategy or risk management without further detail (e.g., 'We need a strategy for AI implementation').","mentions implementation strategy or risk management and provides a reason or effect (e.g., 'A clear strategy is needed to manage risks and ensure successful AI integration'). (scores 2, not 3 — provides a reason but lacks a concrete specific example of a strategy or risk management practice).","all of 2 AND includes a concrete specific, such as a particular strategy or risk management practice (e.g., 'A clear strategy is needed to manage risks, such as conducting regular audits and using risk assessment tools like FMEA to identify potential failures'). General mentions of 'planning' or 'risk assessment' without specifics do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-8,c1,article,,150,500,"Social media plays a significant role in shaping political discourse today.

Write an article for a general audience analyzing the impact of social media on political discussions.

- Consider how social media spreads political information
- Think about the impact of echo chambers on political views
- Include the effects of social media on democratic participation",How social media spreads political information,absent,"mentions that social media spreads political information without further detail (e.g., 'Social media spreads political information').","explains how social media spreads political information with a reason or mechanism (e.g., 'Social media spreads political information quickly because it allows users to share posts instantly with their networks'). (scores 2, not 3 — explains the mechanism but lacks a concrete specific example of a platform or event).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'Platforms like Twitter enable rapid dissemination of political news, as seen when a tweet about a policy change went viral, reaching millions within hours'). General statements like 'many people share news' do NOT count as concrete specifics.",Impact of echo chambers on political views,absent,"mentions echo chambers affecting political views without further detail (e.g., 'Echo chambers influence political views').","describes how echo chambers impact political views with a reason or explanation (e.g., 'Echo chambers reinforce existing beliefs by exposing users only to similar viewpoints'). (scores 2, not 3 — provides an explanation but lacks a concrete specific example or scenario).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'In echo chambers, like those found in certain Facebook groups, members may become more polarized as they only interact with like-minded individuals, leading to a more entrenched political stance'). Vague references to 'some groups' do NOT count as concrete specifics.",Effects of social media on democratic participation,absent,"mentions social media's effects on democratic participation without further detail (e.g., 'Social media affects democratic participation').","explains an effect of social media on democratic participation with a reason or cause (e.g., 'Social media increases democratic participation by providing a platform for political engagement and discussion'). (scores 2, not 3 — explains the effect but lacks a concrete specific example or event).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'Social media platforms like Instagram have been used to organize voter registration drives, significantly increasing youth voter turnout in recent elections'). General statements like 'people use social media to vote' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-9,c1,essay,,150,500,"Carbon pricing mechanisms are a crucial tool in addressing climate change.

Write an essay discussing the various aspects of carbon pricing mechanisms.

- Consider the economic implications of carbon pricing
- Think about social justice concerns in carbon pricing
- Include the implementation challenges of carbon pricing",Economic implications of carbon pricing,absent,"mentions economic implications of carbon pricing without further detail (e.g., 'Carbon pricing affects the economy').","mentions economic implications AND provides a reason or effect (e.g., 'Carbon pricing can lead to increased energy costs because companies pass on the costs to consumers'). (scores 2, not 3 — lacks a concrete specific example or scenario).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'In countries like Sweden, carbon pricing has led to a shift towards renewable energy, reducing emissions and creating green jobs'). Vague statements like 'it changes the economy' do NOT count.",Social justice concerns in carbon pricing,absent,"mentions social justice concerns related to carbon pricing without further detail (e.g., 'Carbon pricing raises social justice issues').","mentions social justice concerns AND provides a reason or effect (e.g., 'Carbon pricing can disproportionately affect low-income households because they spend a higher percentage of their income on energy'). (scores 2, not 3 — lacks a concrete specific example or scenario).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'In a hypothetical scenario, a low-income family might struggle to pay higher utility bills, leading to energy poverty, which highlights the need for compensatory measures'). General statements like 'it is unfair' do NOT count.",Implementation challenges of carbon pricing,absent,"mentions implementation challenges of carbon pricing without further detail (e.g., 'Implementing carbon pricing is challenging').","mentions implementation challenges AND provides a reason or effect (e.g., 'Implementing carbon pricing is challenging due to the complexity of setting the right price level'). (scores 2, not 3 — lacks a concrete specific example or scenario).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'In Canada, the challenge of balancing provincial autonomy with federal carbon pricing policies has led to legal disputes, illustrating the complexity of implementation'). Vague phrases like 'it's difficult to do' do NOT count.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-10,c1,report,,150,500,"Digital technology is transforming contemporary art in various ways.

Write a report on the impact of digital technology on contemporary art.

- Consider how digital technology changes artistic practices
- Think about the impact of digital technology on audience engagement
- Include future directions for digital art",How digital technology changes artistic practices,absent,"mentions digital technology's impact on artistic practices without further detail (e.g., 'Digital technology is changing art').","describes how digital technology influences artistic practices with a reason or explanation (e.g., 'Digital technology allows artists to create interactive installations that engage audiences in new ways'). (scores 2, not 3 — provides a reason but lacks a concrete specific example of an artist or artwork).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'Digital technology enables artists like TeamLab to create immersive digital environments that transform traditional art experiences into interactive spectacles'). General statements about technology's impact without specific examples do NOT count.",Impact of digital technology on audience engagement,absent,"mentions digital technology's effect on audience engagement without further detail (e.g., 'Digital technology affects how audiences engage with art').","explains how digital technology changes audience engagement with a reason or explanation (e.g., 'Digital technology allows audiences to interact with art through virtual reality, enhancing their experience'). (scores 2, not 3 — explains the impact but lacks a concrete specific example of a platform or event).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'Through platforms like Instagram, artists can reach global audiences instantly, allowing for real-time feedback and interaction that was not possible before'). Vague mentions of 'social media' without specific platforms or interactions do NOT count.",Future directions for digital art,absent,"mentions future directions for digital art without further detail (e.g., 'Digital art will continue to evolve').","describes potential future directions for digital art with a reason or explanation (e.g., 'Digital art will likely incorporate more AI technologies to create personalized art experiences'). (scores 2, not 3 — suggests a direction but lacks a concrete specific example of a technology or artist).","all of 2 AND includes a concrete specific that materially develops the idea (e.g., 'Artists are beginning to use AI to create generative art pieces that evolve over time, such as Mario Klingemann's neural network art'). General predictions without specific technologies or artists do NOT count.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-11,c1,report,,150,500,"Sustainable urban development is a crucial topic in modern city planning.

Write a report on implementing sustainable urban development.

- Consider the environmental aspects of sustainable urban development
- Think about the economic viability of proposed urban solutions
- Include the social impact of urban development initiatives",Environmental aspects of sustainable urban development,absent,"mentions environmental aspects without further detail (e.g., 'sustainable urban development should consider the environment').","mentions environmental aspects AND provides a reason or explanation (e.g., 'sustainable urban development should consider the environment to reduce pollution'). (scores 2, not 3 — lacks a concrete specific such as a particular method or example of pollution reduction).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'sustainable urban development should consider the environment to reduce pollution, such as implementing green roofs that absorb rainwater and reduce runoff'). Generic statements like 'using green technology' do NOT count as concrete specifics.",Economic viability of proposed urban solutions,absent,"mentions economic viability without further detail (e.g., 'urban solutions must be economically viable').","mentions economic viability AND provides a reason or explanation (e.g., 'urban solutions must be economically viable to ensure long-term sustainability'). (scores 2, not 3 — lacks a concrete specific such as a cost analysis or financial strategy).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'urban solutions must be economically viable to ensure long-term sustainability, such as using public-private partnerships to fund infrastructure projects'). Vague phrases like 'finding funding' do NOT count as concrete specifics.",Social impact of urban development initiatives,absent,"mentions social impact without further detail (e.g., 'urban development initiatives affect society').","mentions social impact AND provides a reason or explanation (e.g., 'urban development initiatives affect society by improving living conditions'). (scores 2, not 3 — lacks a concrete specific such as a particular community benefit or social program).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'urban development initiatives affect society by improving living conditions, such as creating community centers that offer educational programs for local residents'). General statements like 'helping people' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-12,c1,report,,150,500,"International refugee policy plays a crucial role in addressing global humanitarian needs.

Write a report on the effectiveness of international refugee policy.

- Consider current frameworks for international refugee policy
- Think about implementation challenges in refugee policy
- Include the humanitarian impacts of refugee policy",Current frameworks for international refugee policy,absent,"mentions current frameworks for international refugee policy without further detail (e.g., 'There are frameworks for refugee policy').","mentions current frameworks AND provides a reason or explanation (e.g., 'Current frameworks aim to protect refugees by providing legal status'). (scores 2, not 3 — lacks a specific framework or example of how it operates).","all of 2 AND includes a concrete specific, such as a named framework or a hypothetical scenario illustrating its application (e.g., 'The 1951 Refugee Convention provides a legal framework that ensures refugees have the right to work and access education, which helps them integrate into host societies'). Vague references to 'international agreements' do NOT count as concrete specifics.",Implementation challenges in refugee policy,absent,"mentions implementation challenges in refugee policy without further detail (e.g., 'There are challenges in implementing refugee policies').","mentions implementation challenges AND provides a reason or explanation (e.g., 'Implementation challenges arise due to lack of resources and coordination among countries'). (scores 2, not 3 — lacks a specific example or scenario illustrating the challenge).","all of 2 AND includes a concrete specific, such as a real-world example or a hypothetical scenario illustrating the challenge (e.g., 'In some countries, the lack of funding leads to inadequate housing for refugees, as seen in overcrowded camps where basic needs are unmet'). General statements about 'difficulties' without specifics do NOT count as concrete specifics.",Humanitarian impacts of refugee policy,absent,"mentions humanitarian impacts of refugee policy without further detail (e.g., 'Refugee policies have humanitarian impacts').","mentions humanitarian impacts AND provides a reason or explanation (e.g., 'Refugee policies can affect the well-being of displaced individuals by determining their access to essential services'). (scores 2, not 3 — lacks a specific impact or example).","all of 2 AND includes a concrete specific, such as a real-world example or a hypothetical scenario illustrating the impact (e.g., 'Policies that restrict movement can lead to prolonged stays in camps, resulting in mental health issues due to lack of freedom and opportunities'). Vague statements about 'negative effects' without specifics do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-13,c1,report,,150,500,"Urban air pollution is a complex issue that requires a multifaceted approach.

Write a report on the synthesis of research regarding solutions to urban air pollution.

- Consider environmental science solutions for urban air pollution
- Think about the public health impacts of urban air pollution
- Include economic factors in urban air pollution policies",Environmental science solutions for urban air pollution,absent,"mentions environmental science solutions for urban air pollution without further detail (e.g., 'Environmental science offers solutions to urban air pollution').","mentions environmental science solutions AND provides a reason or mechanism (e.g., 'Environmental science solutions like green roofs help reduce urban air pollution by absorbing pollutants'). (scores 2, not 3 — lacks a specific example of a green roof project or similar).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'Green roofs in New York City have reduced air pollution levels by 5% in certain districts'). General statements like 'green roofs are good' do NOT count as concrete specifics.",Public health impacts of urban air pollution,absent,"mentions public health impacts of urban air pollution without further detail (e.g., 'Urban air pollution affects public health').","mentions public health impacts AND provides a reason or effect (e.g., 'Urban air pollution leads to respiratory issues in children'). (scores 2, not 3 — lacks a specific study or example of respiratory issues).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'A study in London found a 20% increase in asthma cases among children living near busy roads'). Vague statements like 'many people get sick' do NOT count as concrete specifics.",Economic factors in urban air pollution policies,absent,"mentions economic factors in urban air pollution policies without further detail (e.g., 'Economic factors influence urban air pollution policies').","mentions economic factors AND provides a reason or mechanism (e.g., 'Economic factors such as funding availability determine the implementation of air pollution policies'). (scores 2, not 3 — lacks a specific example of a policy affected by funding).","all of 2 AND includes a concrete specific that materially advances the argument (e.g., 'The Clean Air Act in the US was delayed due to budget constraints, impacting policy enforcement'). General statements like 'policies need money' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-14,c1,essay,,150,500,"Consider the impact of individual actions versus corporate and government policies on environmental protection.

Write an essay discussing the significance of individual actions compared to institutional policies in environmental protection.

- Think about the comparison of individual and institutional responsibility
- Include examples supporting individual and institutional impact
- Present your opinion with supporting reasons",Comparison of individual and institutional responsibility,absent,"mentions individual or institutional responsibility without comparison or further detail (e.g., 'Individuals are responsible for the environment').","compares individual and institutional responsibility with a reason or explanation (e.g., 'Individuals can recycle, but institutions have the power to enforce environmental laws'). (scores 2, not 3 — provides a comparison but lacks a concrete specific example).","all of 2 AND includes a concrete specific that materially develops the comparison (e.g., 'While individuals can reduce waste by recycling at home, institutions like the government can implement nationwide recycling programs that significantly reduce landfill waste'). Vague comparisons like 'individuals do their part, but institutions do more' do NOT count.",Examples supporting individual and institutional impact,absent,"mentions an example of individual or institutional impact without further detail (e.g., 'Individuals can recycle').","provides an example of individual or institutional impact with a reason or explanation (e.g., 'Individuals can reduce their carbon footprint by using public transport'). (scores 2, not 3 — gives an example and reason but lacks a concrete specific).","all of 2 AND includes a concrete specific that materially advances the example (e.g., 'Individuals who switch to cycling for their daily commute can reduce their carbon emissions by up to 1.5 tons annually, while companies that adopt renewable energy can cut emissions by 30%'). Generic statements like 'people can help the environment' do NOT count.",Your opinion with supporting reasons,absent,"states an opinion on the topic without supporting reasons (e.g., 'I believe individuals have a significant impact').","provides an opinion with supporting reasons or explanations (e.g., 'I believe individuals have a significant impact because they can influence others through their actions'). (scores 2, not 3 — gives reasons but lacks a concrete specific).","all of 2 AND includes a concrete specific that materially develops the opinion (e.g., 'I believe individuals have a significant impact because, for instance, when my community started a local recycling initiative, it led to a 20% reduction in waste, showing how collective individual actions can lead to substantial environmental benefits'). Vague opinions like 'individuals can make a difference' do NOT count.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-C1-15,c1,essay,,150,500,"The development of Artificial Intelligence raises important questions about regulation.

Write an essay discussing whether AI development should be strictly regulated by international law.

- Consider current AI applications and associated risks
- Think about the ethical implications of AI development
- Include economic factors influencing AI regulation",Current AI applications and associated risks,absent,"mentions AI applications or risks without further detail (e.g., 'AI is used in many fields').","names an AI application and explains an associated risk or benefit (e.g., 'AI in healthcare can improve diagnostics but raises privacy concerns'). (scores 2, not 3 — provides a reason but lacks a concrete specific example or scenario).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'AI in autonomous vehicles can reduce accidents, but a malfunction in a Tesla car led to a crash, highlighting safety risks'). General statements like 'AI can be dangerous' do NOT count as concrete specifics.",Ethical implications of AI development,absent,"mentions ethical implications of AI without further detail (e.g., 'AI raises ethical questions').","names an ethical implication and provides a reason or explanation (e.g., 'AI can lead to job displacement, raising ethical concerns about unemployment'). (scores 2, not 3 — provides a reason but lacks a concrete specific example or scenario).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'AI algorithms can perpetuate bias, as seen when a facial recognition system misidentified people of color, leading to wrongful arrests'). Vague statements like 'AI can be unfair' do NOT count as concrete specifics.",Economic factors influencing AI regulation,absent,"mentions economic factors related to AI regulation without further detail (e.g., 'Economics affects AI regulation').","names an economic factor and explains its influence on AI regulation (e.g., 'The cost of implementing AI regulations can deter small businesses from adopting AI technologies'). (scores 2, not 3 — provides a reason but lacks a concrete specific example or scenario).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'High compliance costs for AI regulations can stifle innovation, as seen when a startup in Silicon Valley had to shut down due to regulatory expenses'). General statements like 'regulations are expensive' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
