ref_#,domain,media_description,title,instruction,question,assessment_type,cefr_level,cefr_descriptor,question_type,subtype,skill_focus,topic,context,learning_objective,difficulty,expected_time,discrimination,guessing_factor,weight,considerations,tips,tags,partial_credit_enabled,feedback_correct,feedback_incorrect,correct_count,incorrect_count,max_attempts,word_limit_min,word_limit_max,text_genre,media_key,requirement_1,requirement_1_score_0,requirement_1_score_1,requirement_1_score_2,requirement_1_score_3,requirement_2,requirement_2_score_0,requirement_2_score_1,requirement_2_score_2,requirement_2_score_3,requirement_3,requirement_3_score_0,requirement_3_score_1,requirement_3_score_2,requirement_3_score_3,generic_requirement,generic_requirement_score_0,generic_requirement_score_1,generic_requirement_score_2,generic_requirement_score_3
W-B2-16,General,,,,"""Write an essay about social media's influence on society. Discuss both positive and negative effects.""",Writing,b2,"""can write an essay which develops an argument, giving reasons in support of or against a particular point of view""",essay,argumentative essay,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-17,General,,,,"""Write a report about study facilities at your school. Include: - current situation - problems - recommendations""",Writing,b2,"""can write a report which develops an argument systematically with appropriate highlighting of significant points""",report,report writing,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-18,General,,,,Write a progress report about a team project. Include: - goals achieved - current challenges - resource needs - next steps,Writing,b2,"can write clear, detailed descriptions of work processes",report,progress report,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-19,General,,,,Write an article about effective cross-cultural workplace communication. Include: - common challenges - successful strategies - practical tips - specific examples,Writing,b2,"can write clear, detailed descriptions with analysis",article,advisory article,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-20,General,,,,"Write a review of a film, book, or play for an online arts magazine. Include: - brief plot summary - analysis of main themes - evaluation of effectiveness - recommendation with reasons",Writing,b2,"can write reviews of films, books or plays",article,review writing,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-21,General,,,,Write a report about waste management in your area for the local council. Include: - current situation - main problems - successful solutions from other areas - specific recommendations,Writing,b2,can synthesize information and arguments from a number of sources,report,formal report,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-22,General,,,,Write a proposal to your manager suggesting flexible working hours. Include: - current situation - benefits to employees - benefits to company - implementation suggestions,Writing,b2,can compose formal letters requesting or suggesting changes,letter/email,proposal letter,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-23,General,,,,Write an article for a health magazine about work-life balance. Include: - current challenges - impacts on health - successful strategies - expert recommendations,Writing,b2,"can write clear, detailed descriptions on a variety of subjects",report,article writing,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-24,General,,,,Write a letter to your bank complaining about incorrect charges. Include: - account details - explanation of problem - evidence of error - requested resolution,Writing,b2,can compose formal letters of complaint including supporting details,letter/email,complaint letter,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-25,General,,,,Write an essay about artificial intelligence in daily life. Discuss: - current applications - benefits and risks - future implications - necessary regulations,Writing,b2,can develop an argument systematically with appropriate highlighting,essay,opinion essay,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-26,General,,,Sem tristique ipsum turpis consectetur egestas dictumst. Mauris ipsum venenatis maecenas natoque tempor fusce libero dictum sit augue si. Posuere vehicula lorem ante sit pellentesque nam. Turpis vel tristique odio malesuada sapien dolor. Magnis himenaeos odio amet sociosqu ultricies. Porta ultricies pretium ligula interdum rutrum eu odio laoreet litora suscipit. A nibh erat imperdiet conubia curabitur tincidunt dapibus consequat risus proin.,Write an essay about how technology has changed workplace communication. Include: - main changes in communication methods - advantages and disadvantages - impact on productivity - your recommendations for effective use,Writing,b2,can systematically evaluate the advantages and disadvantages of various options.,essay,evaluate (b2),holistic (b2),"countries, cities, towns, and public places (b2)",,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0,5,0,100,200,,,Explain main changes in workplace communication methods,Not Mentioned,"Names one or two changes (e.g., more emails, use of chat apps) without detail or time frame.","Describes how methods shifted (e.g., from face-to-face and phone calls to email, video calls, and team platforms) and explains why this happened (speed, remote teams, global offices).","Provides a concrete workplace scenario (e.g., 'At Orion Logistics, weekly in-person briefings became a Monday Zoom and a Slack channel, which cut travel across the Dublin and Madrid offices') and specifies at least one tool or practice.","Evaluate advantages, disadvantages, and impact on productivity",Not Mentioned,"Lists a pro and a con (e.g., faster replies; more distractions) with no link to results.","Explains how benefits (speed, clearer records, easier cross-city coordination) and drawbacks (message overload, blurred boundaries, misinterpretation) influence output or focus.","Gives a specific outcome with figures or observable effects (e.g., 'In our Kraków support team, a shared ticket channel cut response time by about 20%, but constant pings led to missed details on complex cases').",Give recommendations for effective use in diverse workplace settings,Not Mentioned,"States one general tip (e.g., 'use clear subject lines') without context.","Proposes practical guidelines (e.g., channel rules, meeting agendas, response-time windows, do-not-disturb periods) and explains how they reduce noise and improve coordination across offices or public workspaces.","Provides an actionable plan tied to a place or team (e.g., 'For our Lisbon–Berlin project, we set a 2-hour reply window on Teams, moved quick questions to a #huddle channel, and used quiet rooms in the city co-working hub for video calls; weekly summaries kept the Tallinn branch aligned').",Additional on-topic development,No semantically distinct extra point beyond what other requirements already cover; repeats or only paraphrases another requirement.,Introduces a distinct extra point related to the task but does not develop it (single clause or list item only).,"Introduces and meaningfully develops a distinct extra point with at least one reason, contrast, or consequence.","Introduces, develops, and supports a distinct extra point with concrete detail (example, time, place, quantity, or specific comparison)."
W-B2-27,General,,,,Write a review comparing how different news sources report the same event. Analyze: - main perspectives - evidence used - potential bias - overall reliability,Writing,b2,can evaluate different ideas or solutions to a problem,report,article review,,,,,0.75,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-1,General,,,,Write a report examining the impact of remote work on employee mental health. Include: - research findings - psychological effects - productivity implications - organizational strategies - recommendations,Writing,c1,"can write clear, well-structured reports that present relevant arguments cogently",report,research report,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-2,General,,,,"""Write an essay discussing both positive and negative effects of technology on society.""",Writing,c1,"""can produce clear, well-structured expositions of complex subjects, underlining the relevant salient issues""",essay,argumentative essay,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-3,General,,,,"""Read the four articles and write a report outlining waste management issues and solutions.""  Text 1: The Problem of Plastic Waste
Plastic waste is one of the most significant environmental challenges today. Millions of tons of plastic end up in oceans and landfills every year, causing harm to marine life and ecosystems. Single-use plastics, such as bags, bottles, and packaging, contribute to the majority of this problem. Due to its non-biodegradable nature, plastic takes hundreds of years to decompose. Governments and organizations have started promoting alternatives like biodegradable materials and reusable products. Bans on single-use plastics and incentives for businesses to reduce plastic use have been introduced, but consumer habits must also change to make a significant impact.

Text 2: Urban Waste and Overfilled Landfills
Cities generate enormous amounts of waste daily, which often overwhelms landfills. A lack of efficient sorting systems leads to recyclable and organic waste being dumped alongside non-recyclable materials. This not only fills landfills faster but also produces harmful gases like methane, contributing to climate change. Solutions such as waste segregation at the source, composting organic waste, and encouraging recycling through community initiatives have proven effective. Many cities are also investing in waste-to-energy plants, which convert non-recyclable waste into usable energy, reducing landfill dependency.

Text 3: E-Waste: A Growing Concern
Electronic waste (e-waste) is rapidly becoming a serious issue due to the increased consumption of digital devices. Items like old smartphones, computers, and batteries are often discarded improperly, leading to soil and water contamination from hazardous chemicals. E-waste also contains valuable metals like gold and copper, which are lost during improper disposal. To address this, governments are implementing e-waste recycling programs and introducing ""take-back"" schemes where manufacturers are responsible for collecting and recycling old devices. Consumers are encouraged to donate or properly recycle electronics instead of disposing of them.

Text 4: Community-Based Waste Solutions
Community involvement is crucial for effective waste management. Educational campaigns about recycling and responsible waste disposal can help raise awareness. Programs such as “zero-waste” communities promote practices like reducing consumption, reusing materials, and composting organic waste. In some areas, local governments partner with non-profit organizations to provide waste bins for segregation and organize clean-up drives. Additionally, rewards or tax incentives for households and businesses that effectively manage their waste encourage active participation. Such grassroots solutions have proven to significantly reduce waste generation and promote a cleaner environment.",Writing,c1,"""can write clear, detailed, well-structured and developed descriptions and imaginative texts""",report,report writing,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-4,General,,,,"Read the text exchange between two friends and then write a formal letter of complaint to a hotel manager.    Mark: So, Dubai second honeymoon? Must be incredible!

Jake: Don’t even talk to me. This so-called “luxury” hotel is a disaster.

Mark: What?! Isn’t it 5-star? What’s wrong?

Jake: First, the room wasn’t ready when we arrived. We spent three hours staring at fake gold decor in the lobby.

Mark: Three hours?! That’s ridiculous.

Jake: Oh, and the air con’s broken, so the room feels like a sauna. I swear I’m melting. Plus, they forgot our dinner reservation last night.

Mark: Seriously poor. Anything else?

Jake: The pillows are too soft—I feel like I’m drowning in them. Oh, and the pool bar ran out of those fancy mango mocktails my wife loves.

Mark: Soft pillows and no drinks? ... Sounds like first-world problems!

Jake: Look, I know that’s petty, but with all the noise from the construction next door, I’m at breaking point.

Mark: Fair. But maybe skip the pillow complaint…

Jake: Yeah, you’re right. I’ll focus on the important stuff. But still—what kind of “luxury” is this?!",Writing,c1,"""can compose formal correspondence such as letters of complaint using appropriate register""",letter/email,formal letter writing,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-5,General,,,,"""Write an essay analyzing the impact of climate change on local communities. Include evidence and examples.""",Writing,c1,"""can produce clear, well-structured expositions of complex subjects, underlining the relevant salient issues""",essay,critical essay,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-6,General,,,,"""Write a proposal for improving work-life balance in your company. Include: background, analysis, recommendations.""",Writing,c1,"""can present a complex topic confidently and articulately to an audience unfamiliar with it""",proposal,proposal writing,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-7,General,,,,Write a proposal for implementing ethical AI practices in workplace decision-making. Address: - current practices - ethical considerations - implementation strategy - risk management - success metrics,Writing,c1,"can produce clear, detailed proposals on complex subjects",proposal,proposal,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-8,General,,,,Write an article analyzing how social media affects political discourse. Examine: - information dissemination - echo chambers - democratic participation - policy implications - future trends,Writing,c1,"can write clear, well-structured expositions integrating sub-themes",article,academic article,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-9,General,,,,Write a position paper on carbon pricing mechanisms. Address: - economic implications - social justice concerns - international competitiveness - implementation challenges - policy recommendations,Writing,c1,"can present complex topics clearly, marking relationships between ideas",essay,position paper,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-10,General,,,,Write an analysis of how digital technology is transforming contemporary art. Examine: - artistic practices - audience engagement - market dynamics - cultural implications - future directions,Writing,c1,"can write clear, detailed analyses showing relationships between concepts",report,case analysis,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-11,General,,,,Write an advisory report on implementing sustainable urban development. Include: - environmental aspects - economic viability - social impact - technical feasibility - implementation roadmap,Writing,c1,"can write clear, well-structured complex reports",report,advisory report,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-12,General,,,,Write an analysis of international refugee policy effectiveness. Consider: - current frameworks - implementation challenges - humanitarian impacts - coordination issues - reform proposals,Writing,c1,can write clear analyses of complex social issues,report,policy analysis,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-13,General,,,,Write a synthesis of research on urban air pollution solutions. Integrate: - environmental science - public health - urban planning - economic factors - policy recommendations,Writing,c1,can synthesize information from various sources into coherent arguments,report,research synthesis,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-14,General,,,,"Write an essay responding to this statement:
'Individual actions have no significant impact on environmental protection compared to corporate and government policies.'
Discuss:

Different viewpoints on individual versus institutional responsibility
Examples to support your arguments
Your own opinion with reasons",Writing,c1,"can produce clear, well-structured expositions of complex subjects, underlining the relevant salient issues, expanding and supporting points of view at some length with subsidiary points, reasons and relevant examples.",essay,discursive essay,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-15,General,,,,"Write an essay discussing the following statement: ""Artificial Intelligence development should be strictly regulated by international law."" Consider: - current AI applications and risks - ethical implications - economic factors - proposed regulatory frameworks",Writing,c1,"can produce clear, well-structured expositions of complex subjects, underlining relevant salient issues",essay,discursive essay,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C1-16,General,,,,Write a review evaluating a recent international environmental agreement. Analyze: - key provisions - stakeholder interests - implementation challenges - likely effectiveness - recommendations for improvement,Writing,c1,"can write clear, detailed, well-structured reviews on complex topics",long answer,critical review,,,,,0.9,1200,0.15,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-C2-20260324071428,,"The image depicts a group of five individuals gathered around a large, illuminated globe in a futuristic setting. The globe displays various icons, including a thermometer, a helmet, and a virus symbol, suggesting discussions on global issues like climate change, safety, and health. The room is bathed in a blue glow, with transparent screens and digital interfaces in the background, enhancing the high-tech atmosphere. The individuals appear engaged and are gesturing towards the globe, indicating a collaborative effort to address these challenges. The overall context suggests a focus on global cooperation and technological solutions.",,"Write 350–450 words in 30 minutes using a formal, analytical tone.","Write a formal email to the editor of an international policy journal responding to a call for letters on making global challenges more accessible to the public. A recent editorial argues that complexity is the main barrier to civic engagement. Evaluate this claim by weighing cognitive, structural, and communicative factors, and propose a viable two-track strategy for widening access without oversimplifying evidence. Where relevant, reference comparative examples and anticipate potential trade-offs or unintended consequences.",Writing,c2,"can write straightforward, detailed descriptions on familiar subjects",letter/email,formal email writing,writing for main idea,global challenges (accessible),,,0.95,1800,2.4,0.25,2.6,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B1-20260414131142,,,,"Write 120–150 words in 15 minutes using a clear, neutral tone.","<p>Writing</p><p>&nbsp;</p><p>Please write about the following:</p><p><br></p><p>Your name, age, nationality, job</p><p>&nbsp;</p><p>Your hobbies/free-time activities</p><p>&nbsp;</p><p>What you like or dislike</p><p>&nbsp;</p><p>What you did yesterday</p><p>&nbsp;</p><p>Why you want to join ES Dubai</p><p>&nbsp;</p><p>Your future plans</p>",Writing,b1,"can write clear, detailed, well-structured reviews on complex topics",summary,critical review,writing for main idea,self and identity,,,0.63,900,0.1,0.25,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-20260420061805,,,,Read the task below and write your response in the space provided.,<p>IELTS SAMPLE</p><p><br></p><p>Children who are brought up in families that do not have large amounts of money are better prepared to deal with the problems of adult life than children brought up by wealthy parents.</p><p><br></p><p>To what extent do you agree or disagree with this opinion?</p>,Writing,b2,"can write short, simple essays on topics of interest",essay,discursive essay,writing for main idea,general,,,0.83,900,0.1,0.0,1.0,,,,FALSE,,,0,2,0,50,250,,,Clear position on the claim,Not Mentioned,States agreement or disagreement in one sentence without support.,"States a balanced or firm stance and gives a general reason (e.g., exposure to challenges builds resilience, or wealth offers opportunities).","States the stance and supports it with a concrete case, such as describing how a classmate like Maria learned budgeting in a low‑income home or how Alex used private tutoring to develop problem‑solving skills.",Coherent argument with contrasting perspective,Not Mentioned,"Names one side of the argument only, or lists points without linking words.","Presents main point(s) and briefly addresses the other view using clear connectors (e.g., however, on the other hand) and a reason for each side.","Builds a main argument and counters the opposing view with a short, specific example, such as comparing stress from part‑time work in a low‑income family with structured internships available to wealthy teens.","Relevant, varied support and clear conclusion",Not Mentioned,Gives a general supporting point or a brief ending line that repeats the question.,"Uses at least two reasons or illustrative points (e.g., budgeting skills vs. access to networks) and ends by restating the position.","Includes a brief example or data‑like detail (e.g., a school survey showing students with weekend jobs feel more independent) and finishes with a clear concluding sentence that sums up the writer’s view and scope (e.g., to a large extent/partly).",Additional on-topic development,No semantically distinct extra point beyond what other requirements already cover; repeats or only paraphrases another requirement.,Introduces a distinct extra point related to the task but does not develop it (single clause or list item only).,"Introduces and meaningfully develops a distinct extra point with at least one reason, contrast, or consequence.","Introduces, develops, and supports a distinct extra point with concrete detail (example, time, place, quantity, or specific comparison)."
W-B2-20260420061915,,,,Read the task below and write your response in the space provided.,"<p>International tourism has brought enormous benefit to many places. At the same time, there is concern about its impact on local inhabitants and the environment.</p><p><br></p><p>Do the disadvantages of international tourism outweigh the advantages?</p>",Writing,b2,"can write short, simple essays on topics of interest",essay,discursive essay,writing for main idea,general,,,0.83,900,0.1,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-B2-20260421071523,,,,Read the task below and write your response in the space provided.,"<p>Please write about the following:</p><p><br></p><p>Your name, age, nationality, job</p><p>&nbsp;</p><p>Your hobbies/free-time activities</p><p>&nbsp;</p><p>What you like or dislike</p><p>&nbsp;</p><p>What you did yesterday</p><p>&nbsp;</p><p>Why you want to join ES Dubai</p><p>&nbsp;</p><p>Your future plans</p>",Writing,b2,"can write short, simple essays on topics of interest",paragraph,discursive essay,writing for main idea,general,,,0.64,900,0.1,0.0,1.0,,,,FALSE,,,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,
W-A1-50,General,,,Read the task below and write your response in the space provided.,"<p><strong>Write about a person you know.</strong></p><p><br></p><p>Write about these three things:</p><ol><li>Who they are and how old</li><li>What they look like</li><li>What they do every day</li></ol><p><br></p><p><strong>A good answer will include:</strong></p><ul><li>Their name, your relationship, and age (for example: my mother, 40)</li><li>Two things about how they look</li><li>Two things they do every day</li></ul><p><br></p><p><strong>Try to use:</strong></p><ul><li>Simple everyday words</li><li>Short, simple sentences</li><li>Simple present tense</li></ul>",Writing,a1,can write simple sentences about someone's life and routines.,placement writing,inform (a1),holistic (a1),"people, relationships, and family (a1)",,,0.32,600,0.1,0.0,1.0,,,,FALSE,,,0.0,2.0,0,50,150,,,,,,,,,,,,,,,,,,,,,,
W-A1-51,General,,,Read the task below and write your response in the space provided.,"<p><strong>Write about a place you go to.</strong></p><p><br></p><p>Write about these three things:</p><ol><li>Where it is</li><li>What you do there</li><li>Who you go with</li></ol><p><br></p><p><strong>A good answer will include:</strong></p><ul><li>The place's name and where it is (for example: the park near my house)</li><li>At least two things you do there</li><li>Who you go with (name or relationship)</li></ul><p><br></p><p><strong>Try to use:</strong></p><ul><li>Simple everyday words</li><li>Short, simple sentences</li><li>Simple present tense</li></ul>",Writing,a1,can write simple sentences about personal interests.,placement writing,inform (a1),holistic (a1),"countries, cities, towns, and public places (a1)",,,0.32,600,0.1,0.0,1.0,,,,FALSE,,,0.0,3.0,0,50,150,,,,,,,,,,,,,,,,,,,,,,
W-A2-50,General,,,Read the task below and write your response in the space provided.,"<p><strong>Write about something you enjoy doing.</strong></p><p><br></p><p>Write about these three things:</p><ol><li>What you enjoy doing</li><li>When and where you do it</li><li>Why you like it</li></ol><p><br></p><p><strong>A good answer will include:</strong></p><ul><li>The activity's name</li><li>At least two details (when, where, or who with)</li><li>One clear reason why you like it</li></ul><p><br></p><p><strong>Try to use:</strong></p><ul><li>Simple words about activities and time</li><li>Simple linking words to connect ideas</li><li>Present simple and present continuous</li></ul>",Writing,a2,"can write short, simple essays on topics of interest",placement writing,inform (a2),holistic (a2),"sports, hobbies, and interests (a2)",,,0.47,600,0.1,0.0,1.0,,,,FALSE,,,0.0,2.0,0,80,200,,,,,,,,,,,,,,,,,,,,,,
W-A2-51,General,,,Read the task below and write your response in the space provided.,<p><strong>Write about a place you like to visit.</strong></p><p><br></p><p>Write about these three things:</p><ol><li>Where it is and when you visit</li><li>What you do there</li><li>Why you like it</li></ol><p><br></p><p><strong>A good answer will include:</strong></p><ul><li>The place's name and when you go</li><li>At least two things you do there</li><li>One clear reason why you like it</li></ul><p><br></p><p><strong>Try to use:</strong></p><ul><li>Simple words about places and activities</li><li>Simple linking words to connect ideas</li><li>Present simple and present continuous</li></ul>,Writing,a2,can write a short description of a trip or event.,placement writing,inform (a2),holistic (a2),"countries, cities, towns, and public places (a2)",,,0.47,600,0.1,0.0,1.0,,,,FALSE,,,0.0,1.0,0,80,200,,,,,,,,,,,,,,,,,,,,,,
W-B1-50,General,,,Read the task below and write your response in the space provided.,"<p><strong>Write about something that many people find difficult to do.</strong></p><p><br></p><p>Write about these three things:</p><ol><li>What it is and why it is difficult</li><li>How it affects people who try</li><li>What can make it easier</li></ol><p><br></p><p><strong>A good answer will include:</strong></p><ul><li>What the difficult thing is</li><li>Two reasons why it is difficult (for example: because, so)</li><li>The effect on people and what can help</li></ul><p><br></p><p><strong>Try to use:</strong></p><ul><li>Cause and effect language</li><li>A range of tenses</li><li>Connected sentences in a logical order</li></ul>",Writing,b1,"can write simple structured essays, organising basic ideas.",placement writing,inform (b1),holistic (b1),"education, study, and language (b1)",,,0.64,1200,0.1,0.0,1.0,,,,FALSE,,,0.0,1.0,0,100,250,,,,,,,,,,,,,,,,,,,,,,
W-B1-51,General,,,Read the task below and write your response in the space provided.,<p><strong>Write about why a common habit can be hard to change.</strong></p><p><br></p><p>Write about these three things:</p><ol><li>What the habit is and why people start it</li><li>Why it is hard to change</li><li>How people can change it over time</li></ol><p><br></p><p><strong>A good answer will include:</strong></p><ul><li>A named habit and why people start it</li><li>Two reasons why it is hard to change</li><li>At least two steps showing how it changes over time</li></ul><p><br></p><p><strong>Try to use:</strong></p><ul><li>Cause and effect language</li><li>A range of tenses</li><li>Connected sentences in a logical order</li></ul>,Writing,b1,can show a basic direct relationship between a simple problem and a solution.,placement writing,inform (b1),holistic (b1),body and health (b1),,,0.64,1200,0.1,0.0,1.0,,,,FALSE,,,0.0,0.0,0,100,250,,,,,,,,,,,,,,,,,,,,,,
W-B2-50,General,,,Read the task below and write your response in the space provided.,"<p><strong>Compare working or studying at home with working or studying in an office or school.</strong></p><p><br></p><p>Write about these three things:</p><ol><li>Main advantages of each</li><li>Main disadvantages of each</li><li>Which works better for most people, and why</li></ol><p><br></p><p><strong>A good answer will include:</strong></p><ul><li>One advantage of each</li><li>One disadvantage of each</li><li>A justified opinion (for example: I think… because)</li></ul><p><br></p><p><strong>Try to use:</strong></p><ul><li>Linking words for contrast</li><li>Language for giving an opinion</li><li>A mix of short and longer sentences</li></ul>",Writing,b2,can write a structured report analysing advantages and disadvantages of a situation and recommending action.,placement writing,evaluate (b2),holistic (b2),workplace and jobs (b2),,,0.83,900,0.1,0.0,1.0,,,,FALSE,,,0.0,2.0,0,150,300,,,,,,,,,,,,,,,,,,,,,,
W-B2-51,General,,,Read the task below and write your response in the space provided.,"<p><strong>Compare living in a big city with living in a small town or the countryside.</strong></p><p><br></p><p>Write about these three things:</p><ol><li>Main advantages of each</li><li>Main problems of each</li><li>Which is better for most people today, and why</li></ol><p><br></p><p><strong>A good answer will include:</strong></p><ul><li>One advantage of each</li><li>One disadvantage of each</li><li>A justified opinion (for example: On balance, I think… because)</li></ul><p><br></p><p><strong>Try to use:</strong></p><ul><li>Linking words for contrast</li><li>Language for giving an opinion</li><li>A mix of short and longer sentences</li></ul>",Writing,b2,can systematically evaluate the advantages and disadvantages of various options.,placement writing,evaluate (b2),holistic (b2),"countries, cities, towns, and public places (b2)",,,0.83,900,0.1,0.0,1.0,,,,FALSE,,,0.0,1.0,0,150,300,,,,,,,,,,,,,,,,,,,,,,
W-C1-50,General,,,Read the task below and write your response in the space provided.,"<p><strong>Evaluate the claim that modern life has made people less independent.</strong></p><p><br></p><p>Write about these three things:</p><ol><li>Evidence that supports the claim</li><li>Arguments against the claim</li><li>How strong the claim is, and what it tells us about modern life</li></ol><p><br></p><p><strong>A good answer will include:</strong></p><ul><li>Two pieces of supporting evidence</li><li>One counterargument</li><li>A clear judgement with a wider point (for example: partly true, but…)</li></ul><p><br></p><p><strong>Try to use:</strong></p><ul><li>Evaluative language</li><li>Language for wider meaning or implication</li><li>Linking words for contrast and comparison</li></ul>",Writing,c1,can write essays and reports synthesising information from a number of sources.,placement writing,evaluate (c1),holistic (c1),science and technology (c1),,,0.93,1200,0.1,0.0,1.0,,,,FALSE,,,0.0,0.0,0,175,350,,,,,,,,,,,,,,,,,,,,,,
W-C1-51,General,,,Read the task below and write your response in the space provided.,"<p><strong>Evaluate the idea that effort alone decides what happens in people's lives.</strong></p><p><br></p><p>Write about these three things:</p><ol><li>Why the idea appeals to people, with examples</li><li>What goes against it</li><li>How strong the idea is, and what it means for how we judge people</li></ol><p><br></p><p><strong>A good answer will include:</strong></p><ul><li>One example that supports the idea, and a reason it appeals</li><li>Two points against it, each with reasoning</li><li>A clear judgement with a wider point</li></ul><p><br></p><p><strong>Try to use:</strong></p><ul><li>Evaluative language</li><li>Language for wider meaning or implication</li><li>Linking words for contrast and comparison</li></ul>",Writing,c1,can write essays and reports synthesising information from a number of sources.,placement writing,evaluate (c1),holistic (c1),politics and society (c1),,,0.93,1200,0.1,0.0,1.0,,,,FALSE,,,0.0,1.0,0,175,350,,,,,,,,,,,,,,,,,,,,,,
